,date,segment,Flesch-Kincaid Grade Level,Flesch-Kincaid Reading Ease,Gunning Fog Index,SMOG Index,Coleman-Liau Index,Automated Readability Index (ARI)
314,2015-03-18,opening_remark,13.3,45.49,13.48,15.2,11.03,14.7
315,2015-03-18,qa_pair1,7.9,70.33,10.6,11.2,8.18,9.2
316,2015-03-18,qa_pair2,8.9,67.69,10.5,11.0,7.37,9.6
317,2015-03-18,qa_pair3,8.4,69.01,11.37,12.2,8.24,9.6
318,2015-03-18,qa_pair4,11.3,61.4,13.53,12.6,7.49,12.4
319,2015-03-18,qa_pair5,11.0,62.31,12.95,12.2,8.13,12.5
320,2015-03-18,qa_pair6,10.6,63.22,13.15,13.2,9.29,13.0
321,2015-03-18,qa_pair7,11.8,54.76,13.29,12.9,9.06,12.8
322,2015-03-18,qa_pair8,9.3,66.67,10.91,11.6,7.66,10.2
323,2015-03-18,qa_pair9,13.0,56.93,15.88,13.3,7.44,14.4
324,2015-03-18,qa_pair10,11.5,60.89,14.09,13.7,8.3,13.3
325,2015-03-18,qa_pair11,7.8,75.84,10.32,9.9,6.27,8.9
326,2015-03-18,qa_pair12,10.9,62.41,13.11,12.3,9.29,13.4
327,2015-03-18,qa_pair13,10.1,64.64,12.89,12.1,8.13,11.3
328,2015-03-18,qa_pair14,11.7,60.48,14.0,12.8,8.36,13.6
329,2015-03-18,qa_pair15,8.5,68.7,10.95,10.8,8.47,9.8
330,2015-03-18,qa_pair16,9.7,65.46,11.95,12.0,7.55,10.5
331,2015-06-17,opening_remark,12.9,46.4,12.98,14.9,10.97,14.1
332,2015-06-17,qa_pair1,10.5,63.43,13.26,13.9,8.3,12.0
333,2015-06-17,qa_pair2,11.5,60.99,13.52,12.7,7.55,12.7
334,2015-06-17,qa_pair3,9.4,66.47,11.59,10.9,7.2,9.9
335,2015-06-17,qa_pair4,10.8,57.4,12.41,13.0,8.76,11.5
336,2015-06-17,qa_pair5,11.1,62.01,13.42,13.2,8.3,12.8
337,2015-06-17,qa_pair6,9.4,71.78,13.0,11.8,7.43,11.3
338,2015-06-17,qa_pair7,16.6,42.28,18.21,15.4,10.46,20.0
339,2015-06-17,qa_pair8,10.8,62.72,13.28,13.0,8.59,12.8
340,2015-06-17,qa_pair9,9.6,65.76,11.62,11.0,9.0,11.6
341,2015-06-17,qa_pair10,11.0,56.79,12.92,13.4,9.17,11.9
342,2015-06-17,qa_pair11,9.3,71.99,12.09,10.5,7.78,11.6
343,2015-06-17,qa_pair12,15.6,50.33,17.63,14.2,7.79,17.7
344,2015-06-17,qa_pair13,10.1,64.44,12.83,12.5,7.96,11.3
345,2015-06-17,qa_pair14,8.9,73.1,12.1,10.6,7.43,10.9
346,2015-06-17,qa_pair15,13.9,49.18,16.08,14.9,9.7,15.7
347,2015-06-17,qa_pair16,9.1,67.08,11.8,11.6,6.73,9.3
348,2015-06-17,qa_pair17,12.6,52.53,14.75,14.2,9.35,14.0
349,2015-09-17,opening_remark,12.6,47.22,12.52,15.6,12.36,14.9
350,2015-09-17,qa_pair1,11.4,55.78,12.49,12.9,9.7,12.9
351,2015-09-17,qa_pair2,8.2,69.41,10.51,11.9,7.54,8.9
352,2015-09-17,qa_pair3,13.3,50.7,15.18,13.9,9.01,14.7
353,2015-09-17,qa_pair4,11.4,55.88,12.11,13.7,9.81,12.9
354,2015-09-17,qa_pair5,11.2,61.6,13.59,13.9,9.41,13.9
355,2015-09-17,qa_pair6,9.0,67.49,11.0,12.5,6.38,8.8
356,2015-09-17,qa_pair7,14.2,53.99,16.22,14.0,8.14,16.3
357,2015-09-17,qa_pair8,10.5,58.21,11.49,13.3,10.04,12.2
358,2015-09-17,qa_pair9,5.2,82.75,8.44,9.4,5.85,5.7
359,2015-09-17,qa_pair10,14.2,53.78,17.74,15.9,8.66,16.8
360,2015-09-17,qa_pair11,12.1,53.85,13.08,14.0,9.06,13.3
361,2015-09-17,qa_pair12,11.1,61.9,13.26,13.3,7.61,12.4
362,2015-09-17,qa_pair13,9.2,61.46,9.88,13.2,9.57,10.6
363,2015-09-17,qa_pair14,7.9,70.33,10.3,10.8,8.23,9.2
364,2015-09-17,qa_pair15,11.8,49.35,12.52,13.9,10.68,12.8
365,2015-09-17,qa_pair16,10.7,63.02,12.97,12.8,8.48,12.5
366,2015-09-17,qa_pair17,10.4,63.73,13.25,13.0,9.17,12.6
367,2015-12-16,opening_remark,13.9,43.87,13.89,15.4,11.09,15.4
368,2015-12-16,qa_pair1,8.2,69.52,10.67,11.9,7.89,9.1
369,2015-12-16,qa_pair2,10.6,63.32,12.73,12.2,7.9,11.7
370,2015-12-16,qa_pair3,10.8,62.72,13.08,13.6,8.13,12.3
371,2015-12-16,qa_pair4,10.1,64.54,11.23,11.4,7.9,11.3
372,2015-12-16,qa_pair5,10.8,57.3,12.1,13.5,9.81,12.3
373,2015-12-16,qa_pair6,9.2,66.78,11.38,12.2,8.3,10.7
374,2015-12-16,qa_pair7,11.0,62.31,13.64,12.8,8.13,12.5
375,2015-12-16,qa_pair8,11.3,61.29,14.1,13.4,9.41,14.1
376,2015-12-16,qa_pair9,7.7,76.15,10.99,10.7,6.91,9.1
377,2015-12-16,qa_pair10,9.6,71.18,12.89,12.3,8.25,12.4
378,2015-12-16,qa_pair11,9.6,60.35,11.3,12.1,9.86,10.8
379,2015-12-16,qa_pair12,11.8,60.08,13.79,12.6,6.97,12.5
380,2015-12-16,qa_pair13,7.8,70.63,10.15,10.8,7.94,8.9
381,2015-12-16,qa_pair14,8.8,67.89,10.78,11.7,6.85,9.0
382,2015-12-16,qa_pair15,9.5,60.65,10.73,12.2,8.24,9.5
383,2015-12-16,qa_pair16,9.7,60.14,11.91,12.6,9.92,11.1
384,2015-12-16,qa_pair17,7.4,77.06,10.4,10.4,7.14,8.8
385,2016-03-16,opening_remark,13.9,38.45,13.01,16.1,12.83,15.4
386,2016-03-16,qa_pair1,13.8,49.49,15.46,15.2,9.59,15.6
387,2016-03-16,qa_pair2,11.1,61.9,13.29,13.6,8.25,12.8
388,2016-03-16,qa_pair3,12.7,52.33,15.75,15.0,9.06,13.9
389,2016-03-16,qa_pair4,9.7,60.24,11.99,11.9,9.75,11.0
390,2016-03-16,qa_pair5,6.7,73.47,8.91,9.7,7.53,7.4
391,2016-03-16,qa_pair6,10.8,68.03,13.44,11.7,7.2,13.2
392,2016-03-16,qa_pair7,7.8,70.53,10.16,11.3,8.35,9.2
393,2016-03-16,qa_pair8,8.4,69.01,10.12,10.6,8.12,9.6
394,2016-03-16,qa_pair9,10.2,58.82,11.29,12.9,9.81,11.7
395,2016-03-16,qa_pair10,9.3,66.67,11.76,12.5,9.52,11.8
396,2016-03-16,qa_pair11,11.1,61.9,13.84,12.8,7.2,12.2
397,2016-03-16,qa_pair12,10.4,63.83,12.54,12.5,8.59,12.2
398,2016-03-16,qa_pair13,13.1,51.31,14.44,14.2,9.75,15.1
399,2016-03-16,qa_pair14,12.2,53.65,14.55,14.9,9.81,13.9
400,2016-06-15,opening_remark,12.2,48.33,12.49,15.3,12.54,14.5
401,2016-06-15,qa_pair1,8.9,67.59,11.39,12.4,7.89,9.9
402,2016-06-15,qa_pair2,16.1,49.01,18.31,14.5,8.25,18.9
403,2016-06-15,qa_pair3,10.9,62.41,13.3,12.7,7.84,12.2
404,2016-06-15,qa_pair4,12.8,57.44,14.58,12.9,7.73,14.4
405,2016-06-15,qa_pair5,9.1,72.6,11.77,11.2,7.67,11.4
406,2016-06-15,qa_pair6,9.2,72.29,11.96,11.6,6.27,10.3
407,2016-06-15,qa_pair7,14.0,54.29,16.67,13.5,8.19,16.2
408,2016-06-15,qa_pair8,10.4,58.32,11.62,14.3,9.81,12.1
409,2016-06-15,qa_pair9,10.8,57.3,12.39,12.5,10.28,12.4
410,2016-06-15,qa_pair10,10.4,58.42,13.72,13.6,8.76,10.9
411,2016-06-15,qa_pair11,14.3,53.68,17.08,15.2,8.95,17.1
412,2016-06-15,qa_pair12,10.9,62.51,13.86,13.6,8.42,12.7
413,2016-06-15,qa_pair13,11.3,61.29,13.32,12.7,8.48,13.3
414,2016-06-15,qa_pair14,9.0,61.97,10.4,11.9,9.1,10.0
415,2016-09-21,opening_remark,11.8,49.35,11.71,14.3,11.14,13.1
416,2016-09-21,qa_pair1,9.8,65.25,12.17,12.5,9.35,12.0
417,2016-09-21,qa_pair2,10.1,59.03,12.01,12.5,8.88,10.8
418,2016-09-21,qa_pair3,8.9,67.69,11.55,11.9,8.76,10.6
419,2016-09-21,qa_pair4,13.1,51.31,15.2,14.9,9.29,14.6
420,2016-09-21,qa_pair5,11.6,55.27,12.95,13.4,9.46,12.9
421,2016-09-21,qa_pair6,9.4,66.27,11.43,12.4,8.18,10.8
422,2016-09-21,qa_pair7,12.9,57.23,15.2,13.7,8.31,14.9
423,2016-09-21,qa_pair8,14.0,54.39,16.12,14.2,7.67,15.6
424,2016-09-21,qa_pair9,10.1,59.13,11.76,12.2,9.11,11.0
425,2016-09-21,qa_pair10,14.0,43.66,15.08,14.3,10.51,15.1
426,2016-09-21,qa_pair11,8.5,68.7,11.47,12.7,6.27,8.4
427,2016-09-21,qa_pair12,11.8,59.98,13.93,13.3,8.54,14.0
428,2016-09-21,qa_pair13,9.9,65.15,11.63,11.5,8.19,11.0
429,2016-09-21,qa_pair14,11.4,61.09,13.66,12.9,9.06,13.8
430,2016-09-21,qa_pair15,9.6,60.35,10.22,11.9,8.59,10.0
431,2016-09-21,qa_pair16,12.2,53.65,13.7,13.0,9.7,13.9
432,2016-09-21,qa_pair17,7.1,72.36,9.25,10.0,8.35,8.3
433,2016-12-14,opening_remark,11.5,50.16,11.64,14.4,10.97,12.6
434,2016-12-14,qa_pair1,10.5,63.43,13.64,13.6,8.71,12.5
435,2016-12-14,qa_pair2,12.1,53.95,12.88,14.1,9.64,13.6
436,2016-12-14,qa_pair3,9.0,67.28,11.29,12.4,8.47,10.6
437,2016-12-14,qa_pair4,9.2,61.36,10.82,12.5,9.81,10.4
438,2016-12-14,qa_pair5,11.0,56.89,13.01,13.1,9.0,11.7
439,2016-12-14,qa_pair6,13.0,51.62,14.44,14.1,9.41,14.6
440,2016-12-14,qa_pair7,10.1,53.81,12.06,13.4,9.8,10.1
441,2016-12-14,qa_pair8,7.8,70.53,10.94,11.8,8.58,9.4
442,2016-12-14,qa_pair9,10.6,63.22,12.9,13.2,9.35,13.0
443,2016-12-14,qa_pair10,12.0,54.15,13.64,12.9,10.33,14.0
444,2016-12-14,qa_pair11,10.4,63.63,12.87,12.0,7.96,11.9
445,2016-12-14,qa_pair12,7.6,76.45,10.7,11.4,5.17,7.7
446,2016-12-14,qa_pair13,9.8,59.84,11.15,12.5,9.28,11.1
447,2016-12-14,qa_pair14,8.8,67.79,10.91,11.9,9.81,11.4
448,2016-12-14,qa_pair15,9.4,66.27,11.4,11.9,7.49,10.2
449,2016-12-14,qa_pair16,11.0,51.38,11.78,13.8,10.97,12.2
450,2016-12-14,qa_pair17,11.3,56.08,12.92,13.8,9.46,12.5
451,2017-03-15,opening_remark,11.4,50.26,11.88,14.4,11.49,13.0
452,2017-03-15,qa_pair1,8.1,75.24,11.2,11.3,7.14,9.7
453,2017-03-15,qa_pair2,8.8,67.99,11.29,12.3,8.07,10.1
454,2017-03-15,qa_pair3,10.3,63.93,13.02,13.5,8.48,12.1
455,2017-03-15,qa_pair4,7.3,71.85,10.1,10.6,6.84,7.5
456,2017-03-15,qa_pair5,9.2,66.98,11.38,11.4,8.07,10.4
457,2017-03-15,qa_pair6,15.6,44.71,16.88,15.6,9.41,17.6
458,2017-03-15,qa_pair7,11.1,51.18,12.0,13.4,11.26,12.5
459,2017-03-15,qa_pair8,7.7,76.25,10.27,10.2,7.66,9.7
460,2017-03-15,qa_pair9,9.5,66.07,11.88,11.7,9.57,12.1
461,2017-03-15,qa_pair10,8.3,69.21,10.21,11.2,8.82,9.8
462,2017-03-15,qa_pair11,6.9,78.18,9.53,10.3,7.31,8.7
463,2017-03-15,qa_pair12,8.8,62.58,11.37,12.5,10.26,10.6
464,2017-03-15,qa_pair13,7.1,66.94,9.03,10.2,8.34,7.3
465,2017-03-15,qa_pair14,9.2,66.88,10.45,11.2,7.14,9.9
466,2017-03-15,qa_pair15,8.0,69.92,10.69,11.5,8.24,9.3
467,2017-03-15,qa_pair16,8.6,62.98,9.48,11.4,8.93,9.2
468,2017-03-15,qa_pair17,8.1,64.3,10.18,11.7,9.56,9.5
469,2017-06-14,opening_remark,13.0,46.1,13.17,15.1,11.55,14.8
470,2017-06-14,qa_pair1,11.5,60.99,13.95,12.6,8.83,13.7
471,2017-06-14,qa_pair2,8.5,68.7,10.58,11.0,6.56,8.5
472,2017-06-14,qa_pair3,11.0,56.89,12.34,13.2,9.12,11.8
473,2017-06-14,qa_pair4,9.9,64.95,12.71,13.3,8.42,11.6
474,2017-06-14,qa_pair5,11.5,55.47,14.43,14.7,11.61,14.5
475,2017-06-14,qa_pair6,8.2,64.1,9.93,12.0,9.34,8.9
476,2017-06-14,qa_pair7,11.4,55.78,12.88,13.5,9.29,12.6
477,2017-06-14,qa_pair8,11.1,56.49,12.52,13.3,8.48,11.4
478,2017-06-14,qa_pair9,9.4,66.27,11.11,12.0,7.72,10.4
479,2017-06-14,qa_pair10,12.5,58.25,14.86,12.7,8.72,14.7
480,2017-06-14,qa_pair11,10.5,58.01,12.34,13.2,9.28,11.7
481,2017-06-14,qa_pair12,9.2,66.88,11.79,11.9,8.3,10.7
482,2017-06-14,qa_pair13,11.5,55.37,12.98,13.1,9.06,12.6
483,2017-06-14,qa_pair14,8.6,73.71,11.22,10.4,7.2,10.4
484,2017-06-14,qa_pair15,11.6,60.58,14.12,12.6,10.16,14.9
485,2017-09-20,opening_remark,11.7,49.55,12.37,14.7,12.07,13.8
486,2017-09-20,qa_pair1,14.1,48.67,15.99,15.3,9.88,16.1
487,2017-09-20,qa_pair2,11.6,55.17,13.39,13.5,10.28,13.7
488,2017-09-20,qa_pair3,15.2,51.14,17.82,15.5,8.19,17.7
489,2017-09-20,qa_pair4,12.2,59.06,14.58,14.2,8.72,14.2
490,2017-09-20,qa_pair5,9.9,64.95,11.77,13.3,9.06,12.0
491,2017-09-20,qa_pair6,12.3,58.86,14.18,12.5,8.31,14.1
492,2017-09-20,qa_pair7,6.3,79.7,8.79,9.2,5.22,6.3
493,2017-09-20,qa_pair8,13.3,50.91,15.03,14.4,10.63,15.7
494,2017-09-20,qa_pair9,8.0,70.02,10.07,10.7,7.71,8.8
495,2017-09-20,qa_pair10,10.3,63.93,12.96,12.4,8.48,12.0
496,2017-09-20,qa_pair11,9.4,60.85,11.56,12.3,9.57,10.3
497,2017-09-20,qa_pair12,17.2,46.17,19.63,15.7,8.84,20.5
498,2017-09-20,qa_pair13,12.1,53.85,13.76,14.1,10.45,14.4
499,2017-09-20,qa_pair14,12.9,57.23,14.79,13.5,8.37,15.0
500,2017-12-13,opening_remark,12.1,48.43,12.58,14.3,10.45,12.8
501,2017-12-13,qa_pair1,16.6,47.49,19.97,16.1,9.24,20.1
502,2017-12-13,qa_pair2,9.5,60.75,11.52,12.3,8.82,9.8
503,2017-12-13,qa_pair3,12.9,51.92,15.01,14.9,9.81,14.8
504,2017-12-13,qa_pair4,10.9,62.41,12.92,12.2,8.48,12.6
505,2017-12-13,qa_pair5,12.8,52.02,14.7,13.7,8.88,14.1
506,2017-12-13,qa_pair6,15.3,50.94,18.37,14.2,7.61,17.5
507,2017-12-13,qa_pair7,10.8,62.72,12.7,12.0,7.43,11.8
508,2017-12-13,qa_pair8,10.1,64.64,13.18,12.7,8.94,12.2
509,2017-12-13,qa_pair9,10.7,57.71,12.21,12.9,9.11,11.8
510,2017-12-13,qa_pair10,10.2,58.82,11.99,12.9,8.24,10.2
511,2017-12-13,qa_pair11,11.3,61.4,14.35,13.1,8.01,12.9
512,2017-12-13,qa_pair12,10.3,63.93,13.33,13.0,8.13,11.8
513,2017-12-13,qa_pair13,12.4,58.45,15.13,13.5,9.41,15.1
514,2017-12-13,qa_pair14,7.7,76.15,10.06,10.5,6.21,8.7
515,2017-12-13,qa_pair15,8.4,68.91,10.69,11.8,7.95,9.4
516,2017-12-13,qa_pair16,7.0,77.87,10.42,10.8,5.57,7.3
517,2017-12-13,qa_pair17,12.7,52.43,13.68,13.9,9.06,14.0
518,2017-12-13,qa_pair18,9.5,65.96,11.82,12.3,8.12,11.0
519,2018-03-21,opening_remark,10.6,52.49,10.71,13.4,11.08,11.7
520,2018-03-21,qa_pair1,8.5,68.6,9.85,10.6,7.95,9.9
521,2018-03-21,qa_pair2,7.7,70.73,9.62,10.7,6.67,7.9
522,2018-03-21,qa_pair3,7.4,71.55,9.65,11.6,7.65,8.2
523,2018-03-21,qa_pair4,10.5,58.21,12.2,13.3,7.78,10.5
524,2018-03-21,qa_pair5,7.1,72.26,9.68,11.0,7.83,8.1
525,2018-03-21,qa_pair6,10.9,62.51,13.69,12.9,9.0,13.3
526,2018-03-21,qa_pair7,9.5,66.07,11.98,11.7,9.34,12.0
527,2018-03-21,qa_pair8,8.1,69.62,10.73,12.1,8.88,10.1
528,2018-03-21,qa_pair9,7.7,76.05,10.29,10.3,6.91,9.3
529,2018-03-21,qa_pair10,9.8,60.04,10.84,12.4,9.23,10.9
530,2018-03-21,qa_pair11,8.1,69.62,10.64,11.1,7.43,9.0
531,2018-03-21,qa_pair12,11.2,61.6,12.83,12.4,8.36,13.2
532,2018-03-21,qa_pair13,9.2,66.78,10.48,10.6,7.2,9.9
533,2018-03-21,qa_pair14,8.3,63.9,9.5,11.6,9.34,9.3
534,2018-03-21,qa_pair15,8.9,67.69,10.27,10.3,7.43,9.9
535,2018-03-21,qa_pair16,9.4,66.47,11.23,11.4,8.07,10.9
536,2018-03-21,qa_pair17,8.5,68.6,10.29,10.9,8.18,10.0
537,2018-03-21,qa_pair18,10.3,64.04,12.93,0.0,6.33,10.8
538,2018-03-21,qa_pair19,7.8,70.63,9.45,10.5,6.9,8.2
539,2018-03-21,qa_pair20,7.7,76.25,10.24,10.4,6.56,9.1
540,2018-03-21,qa_pair21,11.2,61.6,13.59,12.6,6.74,12.0
541,2018-06-13,opening_remark,9.9,59.74,10.63,13.3,10.27,11.5
542,2018-06-13,qa_pair1,10.5,58.21,11.27,12.8,10.1,12.3
543,2018-06-13,qa_pair2,7.1,72.36,9.23,10.7,7.77,7.9
544,2018-06-13,qa_pair3,8.8,67.99,10.42,11.1,8.24,10.2
545,2018-06-13,qa_pair4,6.5,73.78,9.07,10.3,8.52,8.1
546,2018-06-13,qa_pair5,5.9,80.92,8.02,9.3,6.73,7.4
547,2018-06-13,qa_pair6,10.2,58.92,10.72,12.3,8.88,10.9
548,2018-06-13,qa_pair7,6.3,79.8,8.93,10.1,6.96,7.7
549,2018-06-13,qa_pair8,8.4,68.91,10.5,10.8,7.49,9.2
550,2018-06-13,qa_pair9,8.1,69.72,9.88,11.7,8.07,9.3
551,2018-06-13,qa_pair10,8.1,69.72,9.53,10.0,7.49,8.9
552,2018-06-13,qa_pair11,10.8,57.4,11.58,12.9,9.11,12.1
553,2018-06-13,qa_pair12,7.2,72.16,9.08,10.5,7.83,8.3
554,2018-06-13,qa_pair13,8.4,63.7,9.25,11.7,9.05,9.2
555,2018-06-13,qa_pair14,8.0,70.02,10.6,11.5,8.58,9.8
556,2018-06-13,qa_pair15,7.0,78.08,9.56,10.8,6.62,8.2
557,2018-06-13,qa_pair16,7.7,70.84,9.7,10.7,6.78,8.0
558,2018-06-13,qa_pair17,6.7,73.27,8.65,10.5,7.94,7.9
559,2018-06-13,qa_pair18,7.5,71.24,9.72,10.8,7.36,8.3
560,2018-06-13,qa_pair19,5.8,81.02,8.98,10.1,7.36,7.6
561,2018-06-13,qa_pair20,7.2,66.74,7.63,9.9,8.74,8.1
562,2018-06-13,qa_pair21,10.8,62.82,13.11,12.2,7.32,11.7
563,2018-06-13,qa_pair22,7.3,71.75,9.49,10.7,8.23,8.7
564,2018-09-26,opening_remark,9.9,59.74,10.78,13.0,9.75,11.1
565,2018-09-26,qa_pair1,7.9,75.54,10.3,10.5,7.08,9.5
566,2018-09-26,qa_pair2,8.3,69.11,11.04,11.6,7.78,9.2
567,2018-09-26,qa_pair3,9.3,71.99,11.65,10.8,7.38,11.5
568,2018-09-26,qa_pair4,8.1,69.82,9.21,10.3,7.78,9.2
569,2018-09-26,qa_pair5,10.8,57.3,11.74,12.9,9.35,12.0
570,2018-09-26,qa_pair6,8.5,68.81,10.49,10.4,8.01,9.6
571,2018-09-26,qa_pair7,7.9,70.23,10.04,11.2,8.29,9.8
572,2018-09-26,qa_pair8,6.5,79.19,9.5,10.4,6.9,8.2
573,2018-09-26,qa_pair9,7.8,70.53,9.53,10.7,7.6,8.8
574,2018-09-26,qa_pair10,8.8,67.89,10.06,10.0,7.25,9.8
575,2018-09-26,qa_pair11,8.6,68.4,10.59,11.9,8.94,10.8
576,2018-09-26,qa_pair12,11.6,60.58,14.39,12.8,8.54,14.0
577,2018-09-26,qa_pair13,9.1,67.18,10.5,11.9,8.01,10.6
578,2018-09-26,qa_pair14,7.1,77.67,9.55,10.7,7.78,9.4
579,2018-09-26,qa_pair15,8.5,68.6,10.26,11.2,8.82,10.4
580,2018-09-26,qa_pair16,11.5,60.89,13.79,12.2,7.78,13.2
581,2018-09-26,qa_pair17,9.0,67.49,11.31,11.8,9.46,11.7
582,2018-09-26,qa_pair18,8.7,68.1,10.63,11.0,7.54,9.7
583,2018-09-26,qa_pair19,7.1,77.77,9.65,10.0,6.15,7.7
584,2018-09-26,qa_pair20,6.1,80.21,8.31,9.7,6.38,7.2
585,2018-09-26,qa_pair21,7.8,70.43,9.93,11.5,7.6,9.0
586,2018-09-26,qa_pair22,9.0,62.07,9.78,11.1,9.34,10.4
587,2018-09-26,qa_pair23,9.4,60.85,11.79,12.9,9.57,10.6
588,2018-09-26,qa_pair24,6.7,73.47,7.92,8.7,8.4,8.4
589,2018-12-19,opening_remark,11.0,56.79,11.8,14.0,9.99,12.4
590,2018-12-19,qa_pair1,7.8,70.43,10.57,11.0,8.81,9.7
591,2018-12-19,qa_pair2,10.6,63.32,13.66,13.0,7.2,11.2
592,2018-12-19,qa_pair3,8.7,68.2,11.32,11.5,8.82,10.5
593,2018-12-19,qa_pair4,7.8,70.43,10.41,11.4,8.0,9.0
594,2018-12-19,qa_pair5,7.5,71.24,9.75,11.6,7.65,8.4
595,2018-12-19,qa_pair6,5.2,82.75,7.86,8.8,6.26,6.2
596,2018-12-19,qa_pair7,9.0,72.8,11.59,10.8,6.56,10.4
597,2018-12-19,qa_pair8,8.1,69.62,10.46,10.7,8.82,10.0
598,2018-12-19,qa_pair9,8.3,69.31,11.27,11.4,8.24,9.8
599,2018-12-19,qa_pair10,11.2,56.39,12.12,12.0,8.36,11.6
600,2018-12-19,qa_pair11,4.7,84.07,7.04,8.8,6.25,5.8
601,2018-12-19,qa_pair12,8.3,69.21,9.45,9.8,7.72,9.4
602,2018-12-19,qa_pair13,7.0,72.56,9.16,11.5,8.35,8.3
603,2018-12-19,qa_pair14,8.4,69.01,10.33,11.5,7.66,9.1
604,2018-12-19,qa_pair15,9.6,65.76,11.61,11.8,8.42,11.2
605,2018-12-19,qa_pair16,8.1,69.72,9.88,10.1,7.49,9.0
606,2018-12-19,qa_pair17,12.4,53.14,14.1,14.1,9.64,14.1
607,2018-12-19,qa_pair18,7.7,76.25,10.61,11.1,7.2,9.6
608,2018-12-19,qa_pair19,6.9,72.87,9.4,10.1,6.78,7.2
609,2018-12-19,qa_pair20,6.5,73.88,8.84,10.1,7.71,7.5
610,2019-01-30,opening_remark,12.2,48.23,12.86,14.8,12.54,14.6
611,2019-01-30,qa_pair1,8.0,64.51,9.76,12.2,7.82,7.9
612,2019-01-30,qa_pair2,9.5,65.96,12.0,11.2,7.89,10.9
613,2019-01-30,qa_pair3,10.4,58.32,12.28,12.7,8.47,10.9
614,2019-01-30,qa_pair4,7.7,76.25,9.98,10.5,6.73,9.2
615,2019-01-30,qa_pair5,7.3,77.27,10.2,11.1,7.02,9.0
616,2019-01-30,qa_pair6,11.7,60.48,13.91,12.0,8.54,13.8
617,2019-01-30,qa_pair7,8.0,69.92,10.03,11.2,7.89,9.1
618,2019-01-30,qa_pair8,9.5,66.17,11.15,12.0,6.79,10.1
619,2019-01-30,qa_pair9,9.8,65.35,12.76,12.2,8.42,11.5
620,2019-01-30,qa_pair10,5.7,81.33,7.87,8.6,6.43,6.8
621,2019-01-30,qa_pair11,6.7,78.79,9.37,9.4,6.96,8.3
622,2019-01-30,qa_pair12,8.7,68.3,9.67,10.3,8.18,10.0
623,2019-01-30,qa_pair13,8.2,74.83,10.52,9.9,8.18,10.8
624,2019-01-30,qa_pair14,6.5,73.88,8.38,10.5,7.24,7.1
625,2019-01-30,qa_pair15,6.3,74.49,9.38,10.0,6.37,6.2
626,2019-01-30,qa_pair16,9.4,66.47,11.29,10.6,7.6,10.2
627,2019-01-30,qa_pair17,9.9,59.53,11.02,12.2,11.02,12.7
628,2019-01-30,qa_pair18,9.1,67.08,11.11,11.2,7.25,9.9
629,2019-01-30,qa_pair19,5.2,82.65,7.71,9.0,5.68,5.6
630,2019-01-30,qa_pair20,8.4,68.91,10.29,11.3,7.31,8.9
631,2019-01-30,qa_pair21,8.8,67.89,10.56,11.0,7.37,9.5
