,date,segment,Flesch-Kincaid Grade Level,Flesch-Kincaid Reading Ease,Gunning Fog Index,SMOG Index,Coleman-Liau Index,Automated Readability Index (ARI)
632,2019-01-30,qa_pair22,10.7,52.09,12.06,13.9,10.68,12.0
633,2019-01-30,qa_pair23,10.0,70.16,12.86,11.8,7.84,12.5
634,2019-03-20,opening_remark,9.9,59.64,11.08,13.0,11.02,12.1
635,2019-03-20,qa_pair1,8.1,69.82,10.81,11.9,8.07,9.1
636,2019-03-20,qa_pair2,7.7,70.84,9.79,10.9,7.48,8.5
637,2019-03-20,qa_pair3,9.5,66.17,12.16,12.0,8.94,11.7
638,2019-03-20,qa_pair4,6.0,75.2,8.16,10.1,6.19,5.9
639,2019-03-20,qa_pair5,8.1,69.62,10.16,11.0,7.54,8.9
640,2019-03-20,qa_pair6,5.2,82.75,7.39,8.3,6.14,5.8
641,2019-03-20,qa_pair7,8.6,68.4,10.59,11.3,8.07,9.9
642,2019-03-20,qa_pair8,7.9,70.23,9.7,11.1,7.65,8.9
643,2019-03-20,qa_pair9,10.8,57.4,11.55,13.1,8.7,11.5
644,2019-03-20,qa_pair10,9.5,71.58,11.92,10.7,5.87,10.4
645,2019-03-20,qa_pair11,10.7,68.44,13.67,11.2,6.62,12.5
646,2019-03-20,qa_pair12,8.8,67.99,9.39,10.4,7.25,9.4
647,2019-03-20,qa_pair13,9.3,66.57,10.31,10.7,7.89,10.8
648,2019-03-20,qa_pair14,7.9,75.74,10.67,10.0,7.31,9.8
649,2019-03-20,qa_pair15,12.3,58.76,15.06,13.8,9.93,15.6
650,2019-03-20,qa_pair16,7.4,71.44,9.21,10.5,8.06,8.8
651,2019-03-20,qa_pair17,11.4,55.78,13.79,14.0,10.51,13.6
652,2019-03-20,qa_pair18,9.5,66.17,11.75,12.2,5.69,9.1
653,2019-03-20,qa_pair19,9.2,66.98,11.56,12.3,7.37,10.2
654,2019-03-20,qa_pair20,6.5,79.4,9.2,9.5,5.39,6.8
655,2019-03-20,qa_pair21,9.7,71.07,12.05,9.9,6.45,11.3
656,2019-05-01,opening_remark,11.5,50.16,11.94,14.1,11.37,13.0
657,2019-05-01,qa_pair1,10.0,64.75,11.46,11.7,8.25,11.5
658,2019-05-01,qa_pair2,8.4,69.01,11.31,12.3,7.95,9.4
659,2019-05-01,qa_pair3,9.6,65.86,11.31,12.8,8.07,10.9
660,2019-05-01,qa_pair4,11.0,56.69,12.0,13.3,9.99,12.6
661,2019-05-01,qa_pair5,10.6,63.22,12.58,12.5,8.59,12.5
662,2019-05-01,qa_pair6,9.4,66.27,10.84,10.7,8.01,10.8
663,2019-05-01,qa_pair7,5.3,82.34,7.82,9.2,4.52,5.1
664,2019-05-01,qa_pair8,7.0,77.87,8.91,8.2,6.27,8.1
665,2019-05-01,qa_pair9,6.2,74.69,8.11,10.3,6.02,5.7
666,2019-05-01,qa_pair10,9.2,66.78,11.6,12.2,7.72,10.4
667,2019-05-01,qa_pair11,13.5,50.4,14.64,13.7,10.05,15.6
668,2019-05-01,qa_pair12,6.6,73.68,8.32,10.0,7.53,7.3
669,2019-05-01,qa_pair13,7.4,71.55,9.25,10.6,8.58,9.1
670,2019-05-01,qa_pair14,8.1,75.24,10.31,10.7,6.85,9.8
671,2019-05-01,qa_pair15,5.6,76.32,7.28,9.5,6.71,5.9
672,2019-05-01,qa_pair16,6.8,78.38,9.06,9.4,5.34,7.0
673,2019-05-01,qa_pair17,7.6,70.94,10.23,11.6,6.2,7.2
674,2019-05-01,qa_pair18,10.0,59.33,12.42,13.2,9.57,11.2
675,2019-05-01,qa_pair19,8.7,62.78,9.38,11.0,7.6,8.4
676,2019-06-19,opening_remark,11.2,50.87,11.56,13.8,12.59,13.6
677,2019-06-19,qa_pair1,7.1,77.67,9.77,10.0,7.43,8.9
678,2019-06-19,qa_pair2,7.3,71.85,9.36,9.9,7.71,8.2
679,2019-06-19,qa_pair3,5.9,86.33,9.62,8.8,5.22,6.8
680,2019-06-19,qa_pair4,8.4,74.22,10.44,9.1,6.39,9.5
681,2019-06-19,qa_pair5,6.2,85.52,8.83,7.6,5.86,7.7
682,2019-06-19,qa_pair6,7.9,70.23,9.39,10.6,7.6,8.8
683,2019-06-19,qa_pair7,6.8,78.48,8.92,9.7,5.97,7.8
684,2019-06-19,qa_pair8,11.3,61.29,13.56,11.9,7.26,12.4
685,2019-06-19,qa_pair9,8.9,62.17,11.41,12.2,10.5,11.2
686,2019-06-19,qa_pair10,6.7,78.69,8.88,8.6,6.38,7.9
687,2019-06-19,qa_pair11,7.0,72.66,8.2,9.2,7.83,7.9
688,2019-06-19,qa_pair12,10.5,63.43,13.23,13.4,8.65,12.4
689,2019-06-19,qa_pair13,7.6,71.14,9.62,10.8,7.6,8.5
690,2019-06-19,qa_pair14,12.2,48.33,14.38,14.6,10.22,13.1
691,2019-06-19,qa_pair15,9.2,61.56,11.0,12.1,10.21,11.2
692,2019-06-19,qa_pair16,7.8,70.53,9.75,11.0,7.36,8.8
693,2019-06-19,qa_pair17,9.1,67.08,10.79,11.3,7.31,10.0
694,2019-06-19,qa_pair18,8.7,73.61,11.21,10.6,7.43,10.9
695,2019-06-19,qa_pair19,8.3,69.21,9.38,10.3,8.65,9.9
696,2019-07-31,opening_remark,11.7,49.65,12.18,14.1,11.43,13.2
697,2019-07-31,qa_pair1,12.0,59.67,14.02,12.7,7.26,13.1
698,2019-07-31,qa_pair2,9.0,67.49,11.76,12.5,8.59,10.8
699,2019-07-31,qa_pair3,8.8,67.99,11.41,11.7,7.66,10.1
700,2019-07-31,qa_pair4,8.0,70.02,9.98,10.6,6.38,7.9
701,2019-07-31,qa_pair5,7.7,76.25,10.41,10.7,6.21,8.7
702,2019-07-31,qa_pair6,5.9,80.82,8.1,8.8,6.44,6.9
703,2019-07-31,qa_pair7,5.6,81.73,7.98,9.2,5.79,6.4
704,2019-07-31,qa_pair8,11.0,62.21,13.42,12.7,7.38,12.2
705,2019-07-31,qa_pair9,10.3,64.14,11.42,12.0,8.01,11.8
706,2019-07-31,qa_pair10,7.7,70.73,9.43,10.1,6.32,7.7
707,2019-07-31,qa_pair11,7.9,70.23,9.53,10.3,6.49,8.1
708,2019-07-31,qa_pair12,7.4,71.55,9.19,10.2,7.65,8.2
709,2019-07-31,qa_pair13,8.0,70.13,9.36,10.5,7.6,9.0
710,2019-07-31,qa_pair14,6.9,78.18,9.68,9.6,6.27,8.1
711,2019-07-31,qa_pair15,7.8,70.43,9.72,10.4,7.94,9.3
712,2019-07-31,qa_pair16,8.0,70.13,9.94,10.6,7.65,9.0
713,2019-07-31,qa_pair17,5.9,80.82,8.73,9.9,7.71,8.1
714,2019-07-31,qa_pair18,6.4,79.6,8.64,8.7,6.15,7.6
715,2019-07-31,qa_pair19,8.4,69.01,9.73,10.7,7.49,9.3
716,2019-07-31,qa_pair20,8.3,69.21,10.21,10.7,9.98,11.0
717,2019-07-31,qa_pair21,7.7,65.32,9.12,10.9,8.63,8.5
718,2019-09-18,opening_remark,11.0,51.38,11.27,13.8,11.43,12.4
719,2019-09-18,qa_pair1,10.3,58.62,13.42,13.3,9.92,12.0
720,2019-09-18,qa_pair2,7.8,70.63,9.72,10.9,7.19,8.4
721,2019-09-18,qa_pair3,11.1,61.8,13.0,12.6,7.9,12.6
722,2019-09-18,qa_pair4,8.0,70.02,9.79,10.7,7.25,8.6
723,2019-09-18,qa_pair5,8.8,67.99,11.61,12.1,8.24,10.2
724,2019-09-18,qa_pair6,10.0,64.85,11.78,11.5,8.19,11.5
725,2019-09-18,qa_pair7,7.9,75.54,10.82,10.6,7.14,9.7
726,2019-09-18,qa_pair8,10.7,62.92,11.77,11.2,7.49,11.7
727,2019-09-18,qa_pair9,9.2,61.56,10.62,11.9,8.58,9.8
728,2019-09-18,qa_pair10,8.3,69.31,10.25,11.2,7.78,9.3
729,2019-09-18,qa_pair11,9.4,66.47,11.61,12.3,7.95,10.5
730,2019-09-18,qa_pair12,7.7,70.73,9.25,11.3,7.36,8.7
731,2019-09-18,qa_pair13,8.4,68.91,10.71,11.7,7.72,9.4
732,2019-09-18,qa_pair14,7.7,76.05,10.78,11.4,7.25,9.7
733,2019-09-18,qa_pair15,7.9,70.23,10.27,10.9,6.44,8.0
734,2019-09-18,qa_pair16,8.9,67.59,10.64,11.7,8.76,10.9
735,2019-09-18,qa_pair17,10.6,63.12,12.6,13.4,7.84,12.0
736,2019-09-18,qa_pair18,8.8,62.58,11.52,11.9,8.7,9.2
737,2019-09-18,qa_pair19,6.8,78.38,8.75,9.2,6.04,7.7
738,2019-09-18,qa_pair20,7.2,72.05,9.09,10.4,7.36,7.9
739,2019-10-30,opening_remark,11.6,49.86,11.81,14.0,11.14,12.8
740,2019-10-30,qa_pair1,11.3,55.98,12.58,12.9,8.83,12.1
741,2019-10-30,qa_pair2,9.0,67.38,10.75,11.5,7.95,10.3
742,2019-10-30,qa_pair3,7.7,70.84,9.24,11.0,7.83,8.6
743,2019-10-30,qa_pair4,9.2,66.98,11.08,12.0,7.43,10.3
744,2019-10-30,qa_pair5,7.5,71.34,8.89,10.8,7.36,8.2
745,2019-10-30,qa_pair6,8.2,69.41,10.4,11.8,8.3,9.7
746,2019-10-30,qa_pair7,7.2,77.57,10.01,10.2,7.43,9.1
747,2019-10-30,qa_pair8,10.0,64.75,11.7,11.4,6.97,10.4
748,2019-10-30,qa_pair9,7.8,70.43,9.59,10.8,8.12,9.4
749,2019-10-30,qa_pair10,8.9,62.38,10.08,11.4,8.99,9.9
750,2019-10-30,qa_pair11,10.1,64.64,12.78,12.2,8.83,12.2
751,2019-10-30,qa_pair12,5.5,81.83,7.12,7.4,6.49,6.6
752,2019-10-30,qa_pair13,9.5,66.17,11.37,10.6,7.72,10.5
753,2019-10-30,qa_pair14,7.6,71.04,9.27,11.2,7.89,9.0
754,2019-10-30,qa_pair15,11.4,61.09,13.48,12.2,7.55,13.0
755,2019-10-30,qa_pair16,6.2,80.11,7.7,8.6,6.44,7.1
756,2019-10-30,qa_pair17,6.8,78.48,9.97,10.7,6.44,8.1
757,2019-10-30,qa_pair18,8.4,63.7,9.0,11.2,8.64,8.8
758,2019-10-30,qa_pair19,7.3,71.85,8.75,10.4,6.49,7.3
759,2019-10-30,qa_pair20,9.9,59.74,10.33,12.3,8.88,10.7
760,2019-10-30,qa_pair21,13.5,55.61,15.39,12.5,7.79,15.6
761,2019-10-30,qa_pair22,7.9,64.91,9.16,10.4,9.62,9.6
762,2019-12-11,opening_remark,11.3,50.57,11.95,14.4,11.72,13.0
763,2019-12-11,qa_pair1,8.2,69.41,9.53,11.1,7.6,9.1
764,2019-12-11,qa_pair2,9.0,72.9,12.03,12.1,6.45,10.4
765,2019-12-11,qa_pair3,9.6,65.76,11.32,11.7,7.9,10.8
766,2019-12-11,qa_pair4,7.9,70.33,10.11,11.7,7.42,8.6
767,2019-12-11,qa_pair5,12.0,59.67,13.56,13.0,7.49,13.6
768,2019-12-11,qa_pair6,9.1,67.18,10.83,11.4,7.31,9.9
769,2019-12-11,qa_pair7,13.1,51.31,13.86,13.5,8.88,14.5
770,2019-12-11,qa_pair8,11.6,60.58,13.15,12.7,8.59,13.9
771,2019-12-11,qa_pair9,12.2,59.06,14.44,13.7,9.3,15.1
772,2019-12-11,qa_pair10,8.8,73.31,11.46,10.8,8.19,11.7
773,2019-12-11,qa_pair11,8.0,70.02,9.79,10.5,7.31,8.7
774,2019-12-11,qa_pair12,7.6,76.45,10.37,10.6,6.09,8.7
775,2019-12-11,qa_pair13,8.9,67.59,10.75,11.2,6.96,9.5
776,2019-12-11,qa_pair14,7.8,59.7,11.54,11.6,13.03,11.1
777,2019-12-11,qa_pair15,7.9,75.74,10.79,10.9,5.8,8.7
778,2019-12-11,qa_pair16,6.3,79.7,8.59,10.0,5.86,7.0
779,2019-12-11,qa_pair17,6.7,78.69,8.53,9.3,4.64,6.7
780,2019-12-11,qa_pair18,5.7,81.33,7.56,9.1,6.6,7.2
781,2019-12-11,qa_pair19,7.6,76.56,10.33,11.2,7.02,9.3
782,2019-12-11,qa_pair20,6.8,78.38,8.83,8.8,6.73,8.6
783,2020-01-29,opening_remark,12.3,48.03,13.35,14.8,12.13,14.3
784,2020-01-29,qa_pair1,16.9,35.95,17.43,17.2,11.15,19.3
785,2020-01-29,qa_pair2,10.2,58.82,10.81,11.8,9.28,11.3
786,2020-01-29,qa_pair3,8.9,67.69,10.38,10.3,7.43,9.8
787,2020-01-29,qa_pair4,8.0,69.92,9.97,10.7,8.36,9.3
788,2020-01-29,qa_pair5,11.6,60.58,14.26,13.0,8.65,13.8
789,2020-01-29,qa_pair6,9.0,67.28,11.02,11.3,8.94,11.1
790,2020-01-29,qa_pair7,6.3,79.9,8.18,8.8,5.97,7.0
791,2020-01-29,qa_pair8,5.1,88.26,9.11,8.8,6.15,7.1
792,2020-01-29,qa_pair9,5.6,81.73,7.57,9.1,6.31,6.8
793,2020-01-29,qa_pair10,9.9,59.64,10.82,11.9,9.4,11.2
794,2020-01-29,qa_pair11,8.6,63.09,10.08,11.7,10.09,10.3
795,2020-01-29,qa_pair12,9.7,65.56,11.26,10.4,7.78,10.9
796,2020-01-29,qa_pair13,9.9,59.74,10.87,12.6,10.1,11.7
797,2020-01-29,qa_pair14,7.4,71.44,9.21,10.9,8.58,9.2
798,2020-01-29,qa_pair15,10.5,63.53,12.25,12.0,8.3,12.2
799,2020-01-29,qa_pair16,11.0,56.89,12.46,11.9,8.83,11.8
800,2020-01-29,qa_pair17,8.7,68.2,10.24,12.1,8.41,10.2
801,2020-01-29,qa_pair18,8.3,63.8,9.13,11.0,8.12,8.5
802,2020-01-29,qa_pair19,7.7,70.73,10.06,10.8,7.07,8.2
803,2020-01-29,qa_pair20,10.2,58.82,11.21,12.9,10.04,12.0
804,2020-01-29,qa_pair21,6.9,72.76,9.3,10.6,7.07,7.7
805,2020-03-03,opening_remark,9.2,61.46,11.31,12.5,10.5,10.9
806,2020-03-03,qa_pair1,6.5,79.3,9.23,9.9,5.91,7.1
807,2020-03-03,qa_pair2,9.2,61.56,10.88,12.3,8.99,10.2
808,2020-03-03,qa_pair3,7.1,72.46,8.25,9.6,6.26,6.9
809,2020-03-03,qa_pair4,8.7,68.2,12.16,11.7,8.65,10.4
810,2020-03-03,qa_pair5,8.2,69.41,9.62,10.1,6.96,8.5
811,2020-03-03,qa_pair6,8.0,64.51,9.78,10.9,8.46,8.4
812,2020-03-03,qa_pair7,10.8,62.72,13.14,12.6,8.07,12.4
813,2020-03-03,qa_pair8,5.8,75.71,7.77,8.4,7.41,6.6
814,2020-03-15,opening_remark,12.2,48.23,12.21,13.5,11.49,13.7
815,2020-03-15,qa_pair1,9.6,65.76,12.42,11.8,8.07,10.9
816,2020-03-15,qa_pair2,13.0,46.2,14.18,14.9,9.93,13.9
817,2020-03-15,qa_pair3,8.1,69.72,9.88,11.7,8.76,9.8
818,2020-03-15,qa_pair4,8.3,69.11,9.71,11.3,7.66,9.5
819,2020-03-15,qa_pair5,9.8,59.94,11.27,12.3,8.94,10.4
820,2020-03-15,qa_pair6,6.3,79.8,8.46,9.7,6.84,7.9
821,2020-03-15,qa_pair7,5.8,81.22,8.39,9.1,5.33,6.2
822,2020-03-15,qa_pair8,7.9,75.54,10.98,10.8,6.67,9.4
823,2020-03-15,qa_pair9,8.8,67.79,10.02,10.9,6.44,8.9
824,2020-03-15,qa_pair10,7.8,75.95,10.64,10.3,6.67,9.3
825,2020-03-15,qa_pair11,8.1,69.62,9.57,11.3,8.36,9.8
826,2020-03-15,qa_pair12,8.9,73.0,11.67,10.9,7.84,11.2
827,2020-03-15,qa_pair13,6.8,78.59,9.56,9.5,6.9,8.8
828,2020-04-29,opening_remark,12.0,48.74,12.6,13.9,11.61,13.5
829,2020-04-29,qa_pair1,8.3,69.21,10.46,11.2,6.73,8.4
830,2020-04-29,qa_pair2,9.7,65.46,12.16,11.9,8.36,11.4
831,2020-04-29,qa_pair3,7.5,76.66,9.83,9.9,6.09,8.6
832,2020-04-29,qa_pair4,8.2,69.41,9.79,10.9,7.31,8.9
833,2020-04-29,qa_pair5,7.6,76.35,10.66,10.6,7.31,9.6
834,2020-04-29,qa_pair6,8.8,67.79,10.15,11.2,7.43,9.7
835,2020-04-29,qa_pair7,9.6,71.18,12.29,10.8,7.32,11.8
836,2020-04-29,qa_pair8,7.8,75.84,10.47,10.3,6.15,8.8
837,2020-04-29,qa_pair9,8.0,75.44,10.93,10.3,6.62,9.6
838,2020-04-29,qa_pair10,8.5,74.12,10.95,11.0,6.91,10.2
839,2020-04-29,qa_pair11,7.1,77.67,9.49,10.3,7.14,8.9
840,2020-04-29,qa_pair12,9.7,65.66,11.51,12.4,8.65,11.6
841,2020-04-29,qa_pair13,7.1,77.67,9.39,9.0,5.98,7.9
842,2020-04-29,qa_pair14,7.2,77.57,9.52,10.8,6.96,8.8
843,2020-06-10,opening_remark,12.3,48.13,12.86,14.3,11.32,13.6
844,2020-06-10,qa_pair1,9.2,66.88,11.83,12.1,8.18,10.8
845,2020-06-10,qa_pair2,7.4,76.96,10.1,10.8,6.15,8.5
846,2020-06-10,qa_pair3,7.1,77.77,9.65,10.4,6.79,8.5
847,2020-06-10,qa_pair4,8.4,69.01,10.79,11.8,8.18,9.8
848,2020-06-10,qa_pair5,9.4,71.68,11.81,10.6,6.74,11.4
849,2020-06-10,qa_pair6,6.7,78.79,9.31,10.0,6.32,7.9
850,2020-06-10,qa_pair7,9.7,65.46,12.03,12.0,9.75,12.3
851,2020-06-10,qa_pair8,8.8,67.79,10.35,11.0,7.31,9.9
852,2020-06-10,qa_pair9,9.1,72.5,11.63,10.8,6.33,10.5
853,2020-06-10,qa_pair10,6.3,85.12,9.57,9.5,4.93,7.8
854,2020-06-10,qa_pair11,9.2,66.78,10.84,11.3,7.08,10.1
855,2020-06-10,qa_pair12,8.2,74.83,11.08,11.0,6.27,9.7
856,2020-06-10,qa_pair13,9.0,72.7,11.29,10.4,5.75,10.2
857,2020-06-10,qa_pair14,11.5,60.79,13.5,13.2,7.67,13.3
858,2020-06-10,qa_pair15,8.1,69.82,9.82,10.6,7.49,8.9
859,2020-07-29,opening_remark,11.3,56.08,12.45,13.8,10.86,13.5
860,2020-07-29,qa_pair1,7.8,70.63,9.13,9.9,7.89,8.8
861,2020-07-29,qa_pair2,9.3,66.67,10.43,11.0,7.49,10.3
862,2020-07-29,qa_pair3,3.1,88.23,5.75,0.0,6.92,6.7
863,2020-07-29,qa_pair4,7.7,76.25,10.32,10.8,6.62,9.0
864,2020-07-29,qa_pair5,10.0,59.33,11.08,12.8,10.04,11.9
865,2020-07-29,qa_pair6,7.7,70.73,10.74,11.1,8.23,9.3
866,2020-07-29,qa_pair7,8.2,69.41,10.05,10.5,8.01,9.6
867,2020-07-29,qa_pair8,7.7,76.25,10.42,10.4,7.2,9.5
868,2020-07-29,qa_pair9,7.1,77.77,8.87,9.3,6.56,8.3
869,2020-07-29,qa_pair10,7.6,71.14,9.41,11.0,7.07,8.0
870,2020-07-29,qa_pair11,6.1,80.31,8.19,9.1,6.49,7.3
871,2020-07-29,qa_pair12,8.2,69.52,10.28,11.0,6.79,8.5
872,2020-07-29,qa_pair13,8.1,69.62,9.37,10.3,6.91,8.4
873,2020-07-29,qa_pair14,6.8,78.59,9.42,9.5,5.62,7.4
874,2020-07-29,qa_pair15,6.7,73.27,8.74,10.1,6.26,7.1
875,2020-07-29,qa_pair16,6.8,78.38,9.58,9.7,6.56,7.9
876,2020-07-29,qa_pair17,6.6,79.09,9.69,10.3,6.84,8.2
877,2020-07-29,qa_pair18,8.2,69.52,9.98,10.7,7.54,9.1
878,2020-07-29,qa_pair19,6.7,78.79,9.5,9.8,6.38,7.8
879,2020-09-16,opening_remark,12.8,46.81,12.92,14.8,11.78,14.7
880,2020-09-16,qa_pair1,11.1,56.59,11.88,12.8,10.04,12.8
881,2020-09-16,qa_pair2,10.1,64.54,11.96,13.6,8.88,12.3
882,2020-09-16,qa_pair3,9.3,66.67,10.55,11.7,7.25,10.0
883,2020-09-16,qa_pair4,10.0,64.85,12.15,12.1,8.59,11.7
884,2020-09-16,qa_pair5,12.0,54.15,13.71,13.4,9.93,14.0
885,2020-09-16,qa_pair6,7.4,71.44,9.31,11.2,7.42,8.3
886,2020-09-16,qa_pair7,9.9,65.05,11.66,12.1,8.42,11.8
887,2020-09-16,qa_pair8,10.1,59.03,11.95,13.0,8.76,10.9
888,2020-09-16,qa_pair9,9.3,66.67,11.83,11.7,8.88,11.8
889,2020-09-16,qa_pair10,8.4,74.42,10.34,10.0,6.21,9.7
890,2020-09-16,qa_pair11,6.9,78.18,9.16,9.5,6.91,8.5
891,2020-09-16,qa_pair12,8.6,68.4,10.4,11.1,7.25,9.4
892,2020-09-16,qa_pair13,8.1,69.72,9.53,11.1,7.02,8.6
893,2020-09-16,qa_pair14,7.9,75.64,10.03,10.4,6.67,9.4
894,2020-09-16,qa_pair15,6.5,73.78,8.75,11.1,8.17,7.9
895,2020-09-16,qa_pair16,7.0,77.87,10.1,10.7,7.37,9.0
896,2020-09-16,qa_pair17,7.1,72.46,8.95,10.5,8.18,8.3
897,2020-09-16,qa_pair18,7.1,72.36,8.32,10.7,6.84,7.4
898,2020-11-05,opening_remark,12.4,47.72,12.66,14.7,12.02,14.3
899,2020-11-05,qa_pair1,8.2,69.52,10.11,11.3,8.36,9.7
900,2020-11-05,qa_pair2,16.0,49.11,18.76,14.6,7.96,18.6
901,2020-11-05,qa_pair3,11.3,61.4,12.64,12.0,7.55,12.6
902,2020-11-05,qa_pair4,10.8,57.4,11.83,13.0,8.76,12.0
903,2020-11-05,qa_pair5,7.5,76.66,10.03,10.8,6.96,9.3
904,2020-11-05,qa_pair6,9.0,67.49,11.85,11.2,8.59,11.1
905,2020-11-05,qa_pair7,9.7,71.07,11.77,11.0,6.39,11.1
906,2020-11-05,qa_pair8,9.6,65.86,11.99,12.1,8.18,11.2
907,2020-11-05,qa_pair9,8.0,69.92,9.48,10.2,7.94,9.4
908,2020-11-05,qa_pair10,7.9,75.54,10.96,10.9,6.96,10.0
909,2020-11-05,qa_pair11,8.1,69.72,9.71,10.7,6.5,8.0
910,2020-11-05,qa_pair12,7.7,70.84,9.64,10.3,7.31,8.4
911,2020-11-05,qa_pair13,6.3,85.32,9.57,9.1,5.63,8.0
912,2020-11-05,qa_pair14,7.5,76.66,9.8,10.6,7.25,9.5
913,2020-11-05,qa_pair15,9.5,66.17,11.4,12.5,8.01,11.1
914,2020-12-16,opening_remark,12.5,47.62,12.56,14.7,11.96,14.4
915,2020-12-16,qa_pair1,8.6,63.09,9.77,11.8,8.76,9.3
916,2020-12-16,qa_pair2,9.9,65.15,11.91,11.5,8.3,11.7
917,2020-12-16,qa_pair3,8.0,69.92,9.08,10.2,6.79,8.4
918,2020-12-16,qa_pair4,6.5,73.98,7.91,10.0,6.89,6.8
919,2020-12-16,qa_pair5,7.4,71.55,9.05,9.6,7.48,8.4
920,2020-12-16,qa_pair6,7.1,77.77,8.89,9.1,6.21,8.1
921,2020-12-16,qa_pair7,8.7,68.3,9.7,11.1,7.02,9.3
922,2020-12-16,qa_pair8,9.2,61.56,10.44,12.1,9.28,10.3
923,2020-12-16,qa_pair9,8.4,68.91,10.3,11.1,8.01,9.7
924,2020-12-16,qa_pair10,9.0,67.49,10.69,11.7,7.49,10.0
925,2020-12-16,qa_pair11,9.0,67.28,10.33,11.1,8.24,10.7
926,2020-12-16,qa_pair12,7.4,76.96,9.88,9.7,6.21,8.6
927,2020-12-16,qa_pair13,8.8,62.58,11.34,12.4,10.73,11.0
928,2020-12-16,qa_pair14,6.9,72.87,9.3,10.3,6.43,6.8
929,2020-12-16,qa_pair15,6.0,80.72,8.54,10.1,6.55,7.3
930,2020-12-16,qa_pair16,8.2,74.83,10.72,11.2,6.79,10.1
931,2021-01-27,opening_remark,13.8,38.66,12.93,15.4,12.54,15.1
932,2021-01-27,qa_pair1,9.9,59.74,11.16,12.2,8.99,10.8
933,2021-01-27,qa_pair2,7.7,70.73,9.49,10.4,6.49,7.7
934,2021-01-27,qa_pair3,10.5,58.11,10.87,12.5,8.3,11.0
935,2021-01-27,qa_pair4,8.1,69.62,9.5,10.9,6.85,8.3
936,2021-01-27,qa_pair5,7.6,76.45,9.96,10.2,6.56,9.1
937,2021-01-27,qa_pair6,7.7,70.73,9.47,10.8,6.03,7.6
938,2021-01-27,qa_pair7,8.3,69.21,10.26,10.9,9.46,10.8
939,2021-01-27,qa_pair8,8.5,68.6,10.72,11.7,8.24,10.2
940,2021-01-27,qa_pair9,6.7,78.89,8.85,9.8,6.2,7.9
941,2021-01-27,qa_pair10,8.6,68.4,10.63,11.6,8.01,9.9
942,2021-01-27,qa_pair11,7.4,71.44,9.22,10.3,8.12,9.0
943,2021-01-27,qa_pair12,8.4,74.22,11.04,11.1,6.8,10.1
944,2021-01-27,qa_pair13,8.6,68.4,10.12,11.4,7.66,9.7
945,2021-03-17,opening_remark,12.7,47.12,12.55,14.8,11.96,14.6
946,2021-03-17,qa_pair1,-1.9,117.16,2.0,0.0,7.28,6.5
947,2021-03-17,qa_pair2,7.3,71.85,9.04,10.4,7.94,8.6
948,2021-03-17,qa_pair3,8.1,69.82,9.78,10.6,6.44,8.1
949,2021-03-17,qa_pair4,10.6,63.32,12.96,12.3,7.26,11.4
950,2021-03-17,qa_pair5,6.7,73.47,8.23,9.9,5.85,6.3
951,2021-03-17,qa_pair6,5.5,81.83,8.17,9.3,6.14,6.5
952,2021-03-17,qa_pair7,8.5,68.81,10.17,11.6,8.12,9.8
953,2021-03-17,qa_pair8,9.5,60.75,10.77,12.0,8.76,10.3
954,2021-03-17,qa_pair9,8.6,73.71,10.88,10.9,7.96,11.1
