,date,segment,Flesch-Kincaid Grade Level,Flesch-Kincaid Reading Ease,Gunning Fog Index,SMOG Index,Coleman-Liau Index,Automated Readability Index (ARI)
955,2021-03-17,qa_pair10,6.2,74.79,7.81,9.1,6.78,6.6
956,2021-03-17,qa_pair11,9.4,66.27,12.11,12.1,9.23,11.8
957,2021-03-17,qa_pair12,7.1,72.26,9.24,10.7,6.84,7.3
958,2021-03-17,qa_pair13,8.0,70.02,9.57,10.5,6.84,8.6
959,2021-03-17,qa_pair14,8.2,69.41,9.47,10.0,7.89,9.4
960,2021-03-17,qa_pair15,7.4,71.55,8.79,11.1,7.42,8.3
961,2021-03-17,qa_pair16,6.8,67.65,6.74,10.0,8.51,7.3
962,2021-03-17,qa_pair17,6.6,78.99,8.37,9.8,6.49,8.3
963,2021-03-17,qa_pair18,7.6,71.14,9.06,10.6,7.07,8.3
964,2021-03-17,qa_pair19,4.6,84.17,6.78,8.3,5.44,5.4
965,2021-04-28,opening_remark,12.4,47.72,12.71,14.9,11.96,14.3
966,2021-04-28,qa_pair1,6.7,73.27,8.87,9.7,7.71,7.8
967,2021-04-28,qa_pair2,10.8,62.61,13.52,12.7,7.32,11.9
968,2021-04-28,qa_pair3,10.0,70.06,12.74,12.5,7.2,12.2
969,2021-04-28,qa_pair4,13.4,56.02,15.68,13.6,9.12,16.5
970,2021-04-28,qa_pair5,7.2,77.47,9.57,9.9,5.8,7.7
971,2021-04-28,qa_pair6,7.2,77.47,9.35,9.5,7.78,9.5
972,2021-04-28,qa_pair7,7.0,77.98,9.13,9.3,6.56,8.2
973,2021-04-28,qa_pair8,9.7,65.56,11.25,12.7,8.54,11.3
974,2021-04-28,qa_pair9,6.7,78.79,8.53,8.8,5.68,7.4
975,2021-04-28,qa_pair10,8.4,69.01,10.97,11.2,8.53,10.0
976,2021-04-28,qa_pair11,4.9,88.87,7.27,7.1,3.83,5.5
977,2021-04-28,qa_pair12,9.5,66.17,10.52,11.9,7.54,10.5
978,2021-04-28,qa_pair13,7.4,76.86,9.53,10.7,6.79,9.1
979,2021-04-28,qa_pair14,8.2,69.41,9.31,10.3,7.08,8.7
980,2021-04-28,qa_pair15,11.5,60.79,13.08,12.5,7.67,13.1
981,2021-04-28,qa_pair16,7.6,71.14,8.93,10.6,7.48,8.6
982,2021-04-28,qa_pair17,6.7,78.79,9.23,9.7,5.91,7.7
983,2021-04-28,qa_pair18,4.8,83.76,6.91,9.0,5.44,5.5
984,2021-06-16,opening_remark,12.2,48.33,12.25,15.0,12.54,14.5
985,2021-06-16,qa_pair1,8.0,75.34,10.23,9.8,6.33,9.3
986,2021-06-16,qa_pair2,7.2,77.57,10.13,10.6,7.14,8.8
987,2021-06-16,qa_pair3,9.6,65.86,11.2,11.6,8.36,11.3
988,2021-06-16,qa_pair4,9.7,65.56,10.57,11.6,8.25,11.5
989,2021-06-16,qa_pair5,3.4,92.63,6.6,0.0,4.8,4.6
990,2021-06-16,qa_pair6,8.1,69.72,10.04,11.7,8.53,9.7
991,2021-06-16,qa_pair7,6.3,74.49,8.23,9.4,6.72,6.6
992,2021-06-16,qa_pair8,6.1,80.31,8.97,9.9,6.73,7.6
993,2021-06-16,qa_pair9,8.1,69.82,8.59,9.0,7.2,8.7
994,2021-06-16,qa_pair10,7.1,77.77,9.22,10.0,6.79,8.6
995,2021-06-16,qa_pair11,8.1,69.82,10.06,10.6,8.41,9.5
996,2021-06-16,qa_pair12,7.1,77.77,9.65,10.2,6.85,8.6
997,2021-06-16,qa_pair13,6.1,80.41,8.61,9.6,7.19,8.0
998,2021-06-16,qa_pair14,9.5,65.96,11.19,12.0,7.25,10.6
999,2021-06-16,qa_pair15,4.8,88.97,7.41,8.0,4.81,6.0
1000,2021-06-16,qa_pair16,10.0,64.85,12.38,12.8,8.77,12.3
1001,2021-06-16,qa_pair17,7.4,71.44,8.99,10.2,7.42,8.3
1002,2021-06-16,qa_pair18,7.8,70.53,9.35,10.7,6.78,8.2
1003,2021-07-28,opening_remark,13.8,38.66,13.22,15.4,13.0,15.5
1004,2021-07-28,qa_pair1,6.5,79.4,8.83,10.4,6.73,8.1
1005,2021-07-28,qa_pair2,7.2,77.37,9.68,9.5,6.21,8.4
1006,2021-07-28,qa_pair3,8.1,69.62,9.56,10.5,7.49,8.9
1007,2021-07-28,qa_pair4,7.2,72.16,8.51,10.0,7.07,7.8
1008,2021-07-28,qa_pair5,5.6,81.63,8.0,9.8,5.91,6.4
1009,2021-07-28,qa_pair6,9.1,67.08,11.21,11.4,7.37,10.1
1010,2021-07-28,qa_pair7,8.2,74.93,10.49,10.8,6.79,10.1
1011,2021-07-28,qa_pair8,5.1,83.05,7.42,8.6,5.97,5.7
1012,2021-07-28,qa_pair9,7.3,77.27,9.58,9.4,6.21,8.3
1013,2021-07-28,qa_pair10,8.9,67.69,10.17,11.4,6.67,9.3
1014,2021-07-28,qa_pair11,7.2,77.57,9.48,10.5,6.5,8.5
1015,2021-07-28,qa_pair12,11.5,55.47,12.24,12.9,8.94,12.6
1016,2021-07-28,qa_pair13,7.3,77.16,9.2,9.7,6.09,8.3
1017,2021-07-28,qa_pair14,9.0,67.28,10.93,11.1,7.78,10.3
1018,2021-07-28,qa_pair15,8.8,67.79,10.17,10.4,6.73,9.4
1019,2021-07-28,qa_pair16,6.7,78.79,8.47,9.8,5.33,7.2
1020,2021-07-28,qa_pair17,5.6,81.63,7.58,8.5,5.56,6.1
1021,2021-09-22,opening_remark,12.2,48.33,12.51,15.2,12.54,14.5
1022,2021-09-22,qa_pair1,10.1,64.64,11.67,12.2,9.0,12.3
1023,2021-09-22,qa_pair2,7.1,77.77,9.45,10.0,6.96,8.7
1024,2021-09-22,qa_pair3,7.6,71.04,9.51,10.6,7.6,8.4
1025,2021-09-22,qa_pair4,8.6,68.4,10.44,11.0,8.12,9.9
1026,2021-09-22,qa_pair5,8.0,70.02,10.4,11.1,7.48,8.8
1027,2021-09-22,qa_pair6,6.0,80.51,8.8,10.0,6.2,7.0
1028,2021-09-22,qa_pair7,7.7,76.05,9.81,10.1,6.85,9.4
1029,2021-09-22,qa_pair8,9.7,65.66,11.89,12.3,6.74,10.0
1030,2021-09-22,qa_pair9,8.0,70.02,9.98,11.9,7.89,9.1
1031,2021-09-22,qa_pair10,8.7,68.2,10.44,10.6,7.49,9.4
1032,2021-09-22,qa_pair11,10.0,53.92,12.5,12.3,9.28,9.8
1033,2021-09-22,qa_pair12,7.3,77.27,9.52,9.9,6.44,8.5
1034,2021-09-22,qa_pair13,8.8,67.79,10.31,11.0,7.54,9.7
1035,2021-09-22,qa_pair14,7.2,72.05,8.92,10.5,8.23,8.4
1036,2021-09-22,qa_pair15,5.2,82.65,7.19,8.5,6.49,6.5
1037,2021-09-22,qa_pair16,7.3,77.27,9.47,9.3,6.62,8.8
1038,2021-09-22,qa_pair17,7.6,70.94,8.34,10.4,7.36,8.5
1039,2021-09-22,qa_pair18,5.6,81.63,7.56,8.7,5.15,6.0
1040,2021-09-22,qa_pair19,8.7,68.3,11.03,12.1,7.49,9.4
1041,2021-11-03,opening_remark,13.0,40.89,12.67,15.2,12.53,14.3
1042,2021-11-03,qa_pair1,8.4,69.01,10.0,11.5,8.3,9.7
1043,2021-11-03,qa_pair2,8.3,69.21,10.3,10.8,7.6,9.2
1044,2021-11-03,qa_pair3,2.5,95.17,4.0,0.0,4.44,4.3
1045,2021-11-03,qa_pair4,10.5,63.43,12.61,13.2,8.59,12.5
1046,2021-11-03,qa_pair5,8.9,67.59,11.49,11.6,7.2,9.6
1047,2021-11-03,qa_pair6,10.9,57.0,12.38,13.5,9.41,12.3
1048,2021-11-03,qa_pair7,7.4,76.96,9.99,10.9,6.73,8.9
1049,2021-11-03,qa_pair8,7.2,77.57,8.73,10.4,6.38,8.4
1050,2021-11-03,qa_pair9,7.0,78.08,9.43,10.7,6.73,8.3
1051,2021-11-03,qa_pair10,7.3,66.33,8.34,10.4,8.23,7.5
1052,2021-11-03,qa_pair11,7.4,77.06,10.54,10.7,6.15,8.2
1053,2021-11-03,qa_pair12,9.4,66.37,11.03,11.7,7.43,10.5
1054,2021-11-03,qa_pair13,7.5,71.34,10.15,11.1,7.31,8.1
1055,2021-11-03,qa_pair14,8.0,75.34,10.65,10.9,6.5,9.5
1056,2021-11-03,qa_pair15,8.9,67.69,10.12,9.4,7.49,9.9
1057,2021-11-03,qa_pair16,6.0,80.72,8.37,9.6,5.57,6.4
1058,2021-11-03,qa_pair17,7.2,77.57,9.59,10.6,6.67,8.5
1059,2021-12-15,opening_remark,11.8,49.45,12.34,15.0,11.89,13.7
1060,2021-12-15,qa_pair1,7.9,70.23,10.05,11.6,8.58,9.6
1061,2021-12-15,qa_pair2,8.1,69.62,9.85,10.9,8.07,9.4
1062,2021-12-15,qa_pair3,6.4,79.6,9.15,10.5,7.02,7.9
1063,2021-12-15,qa_pair4,9.6,65.86,10.83,12.1,7.43,10.8
1064,2021-12-15,qa_pair5,6.5,79.19,8.84,9.8,6.78,8.0
1065,2021-12-15,qa_pair6,8.8,67.99,10.03,10.7,7.43,9.8
1066,2021-12-15,qa_pair7,8.8,67.89,10.87,11.7,7.72,10.0
1067,2021-12-15,qa_pair8,9.1,67.18,10.32,12.3,7.25,10.0
1068,2021-12-15,qa_pair9,9.3,66.67,10.39,10.9,7.08,10.0
1069,2021-12-15,qa_pair10,7.4,71.44,8.93,9.7,10.44,10.6
1070,2021-12-15,qa_pair11,7.9,75.74,10.32,10.7,6.33,9.1
1071,2021-12-15,qa_pair12,9.2,66.78,10.96,12.5,8.7,11.5
1072,2021-12-15,qa_pair13,7.2,77.47,9.51,10.5,5.57,7.6
1073,2021-12-15,qa_pair14,7.2,71.95,8.47,10.9,8.12,8.7
1074,2021-12-15,qa_pair15,9.5,66.17,10.88,11.9,6.96,10.2
1075,2021-12-15,qa_pair16,6.7,78.89,9.17,9.5,5.51,7.2
1076,2021-12-15,qa_pair17,6.3,79.8,8.02,9.2,5.45,6.6
1077,2022-01-26,opening_remark,11.7,49.65,12.13,14.2,11.6,13.4
1078,2022-01-26,qa_pair1,7.6,71.04,9.67,10.9,7.07,8.1
1079,2022-01-26,qa_pair2,8.9,67.69,11.13,11.7,8.76,10.7
1080,2022-01-26,qa_pair3,7.4,77.06,9.99,10.8,7.49,9.5
1081,2022-01-26,qa_pair4,8.6,62.98,10.63,11.9,8.76,9.2
1082,2022-01-26,qa_pair5,8.0,70.02,10.33,11.7,7.89,9.3
1083,2022-01-26,qa_pair6,8.7,68.3,10.41,10.7,7.02,9.2
1084,2022-01-26,qa_pair7,5.6,81.73,7.61,9.5,5.33,5.9
1085,2022-01-26,qa_pair8,6.0,80.72,8.21,9.8,6.09,6.8
1086,2022-01-26,qa_pair9,8.6,68.5,10.99,11.6,7.72,9.7
1087,2022-01-26,qa_pair10,8.2,69.52,9.71,11.2,8.41,10.0
1088,2022-01-26,qa_pair11,7.0,77.98,9.51,10.0,6.21,7.8
1089,2022-01-26,qa_pair12,8.7,68.3,10.16,11.7,7.31,9.4
1090,2022-01-26,qa_pair13,7.4,76.96,10.04,10.9,6.04,8.4
1091,2022-01-26,qa_pair14,6.0,80.51,8.38,9.4,5.57,6.6
1092,2022-01-26,qa_pair15,6.7,73.47,8.21,10.1,7.53,7.5
1093,2022-03-16,opening_remark,10.7,52.19,11.03,14.0,11.08,11.7
1094,2022-03-16,qa_pair1,7.9,70.23,10.73,11.3,8.0,9.1
1095,2022-03-16,qa_pair2,5.4,82.14,8.26,9.3,6.14,6.4
1096,2022-03-16,qa_pair3,10.1,69.96,12.41,10.8,6.91,12.0
1097,2022-03-16,qa_pair4,7.9,70.23,9.61,10.5,6.84,8.2
1098,2022-03-16,qa_pair5,7.5,71.24,8.66,9.9,6.38,7.4
1099,2022-03-16,qa_pair6,5.2,82.65,7.65,8.7,5.04,5.3
1100,2022-03-16,qa_pair7,6.3,79.9,8.41,9.0,6.32,7.3
1101,2022-03-16,qa_pair8,8.3,69.11,9.87,10.4,8.07,9.7
1102,2022-03-16,qa_pair9,8.3,74.53,11.01,11.4,6.79,10.2
1103,2022-03-16,qa_pair10,8.3,69.21,10.13,10.3,7.25,9.1
1104,2022-03-16,qa_pair11,5.3,82.44,7.47,8.7,6.02,6.0
1105,2022-03-16,qa_pair12,9.0,67.28,10.24,12.7,8.65,11.0
1106,2022-03-16,qa_pair13,6.3,79.7,9.13,9.8,5.8,6.8
1107,2022-03-16,qa_pair14,7.2,72.05,9.4,11.0,6.61,7.3
1108,2022-03-16,qa_pair15,8.1,69.72,10.19,11.3,7.08,8.5
1109,2022-03-16,qa_pair16,7.0,72.66,8.37,9.9,6.84,7.0
1110,2022-03-16,qa_pair17,8.1,64.41,10.2,11.0,8.69,8.9
1111,2022-03-16,qa_pair18,6.3,79.8,8.41,9.2,6.03,7.1
1112,2022-03-16,qa_pair19,7.0,77.87,9.62,10.2,5.98,7.8
1113,2022-05-04,opening_remark,11.1,51.28,11.3,13.4,11.37,12.3
1114,2022-05-04,qa_pair1,8.1,69.62,9.42,11.0,8.18,9.3
1115,2022-05-04,qa_pair2,7.2,72.05,8.6,11.0,7.19,7.7
1116,2022-05-04,qa_pair3,7.3,71.75,9.12,10.4,7.02,7.8
1117,2022-05-04,qa_pair4,5.9,80.82,8.18,9.0,7.07,7.4
1118,2022-05-04,qa_pair5,8.3,74.63,10.71,10.0,6.33,9.6
1119,2022-05-04,qa_pair6,6.3,79.7,8.58,9.5,6.38,7.5
1120,2022-05-04,qa_pair7,6.7,78.69,8.83,9.8,6.26,7.8
1121,2022-05-04,qa_pair8,7.5,71.24,9.35,10.2,7.36,8.3
1122,2022-05-04,qa_pair9,7.1,72.26,9.41,10.5,6.38,7.0
1123,2022-05-04,qa_pair10,7.0,72.56,8.22,10.4,6.2,6.7
1124,2022-05-04,qa_pair11,6.4,74.29,9.05,10.3,7.47,7.2
1125,2022-05-04,qa_pair12,7.5,71.34,10.3,10.8,8.87,9.3
1126,2022-05-04,qa_pair13,6.2,80.01,8.45,9.6,6.15,7.1
1127,2022-05-04,qa_pair14,6.5,79.4,8.55,10.2,5.68,7.0
1128,2022-06-15,opening_remark,11.1,51.07,11.28,13.8,11.08,12.2
1129,2022-06-15,qa_pair1,9.3,66.57,11.88,12.4,8.24,10.8
1130,2022-06-15,qa_pair2,10.4,63.83,12.28,11.8,7.2,11.2
1131,2022-06-15,qa_pair3,6.4,79.6,8.36,9.8,6.03,7.3
1132,2022-06-15,qa_pair4,10.5,63.53,11.43,12.0,7.32,11.4
1133,2022-06-15,qa_pair5,7.1,77.77,9.89,9.9,6.21,8.1
1134,2022-06-15,qa_pair6,10.5,63.53,12.42,12.3,7.72,11.9
1135,2022-06-15,qa_pair7,7.9,70.33,8.7,10.1,6.38,7.8
1136,2022-06-15,qa_pair8,7.8,70.53,9.2,10.8,8.41,9.3
1137,2022-06-15,qa_pair9,7.1,72.26,8.87,9.9,8.18,8.4
1138,2022-06-15,qa_pair10,7.0,72.56,8.8,10.7,7.31,7.6
1139,2022-06-15,qa_pair11,8.7,68.1,10.24,10.8,6.44,8.8
1140,2022-06-15,qa_pair12,9.5,65.96,11.21,12.4,8.3,11.4
1141,2022-06-15,qa_pair13,9.6,65.76,11.74,11.6,8.01,11.0
1142,2022-06-15,qa_pair14,7.4,76.96,10.31,10.6,6.56,8.7
1143,2022-06-15,qa_pair15,7.0,77.87,10.69,11.1,5.86,7.7
1144,2022-06-15,qa_pair16,9.0,67.38,10.87,11.5,7.72,10.2
1145,2022-06-15,qa_pair17,8.5,68.6,9.85,10.0,7.2,9.0
1146,2022-07-27,opening_remark,12.2,48.23,12.84,14.4,11.78,13.9
1147,2022-07-27,qa_pair1,6.8,78.48,10.23,10.6,7.02,8.4
1148,2022-07-27,qa_pair2,7.8,70.43,9.44,10.4,6.44,7.9
1149,2022-07-27,qa_pair3,10.7,63.02,13.06,12.9,7.72,12.0
1150,2022-07-27,qa_pair4,7.9,70.23,9.95,11.3,8.12,9.3
1151,2022-07-27,qa_pair5,7.5,71.34,9.34,10.9,6.9,7.7
1152,2022-07-27,qa_pair6,8.3,74.73,10.32,9.8,6.21,9.5
1153,2022-07-27,qa_pair7,5.0,83.25,7.52,9.1,5.33,5.3
1154,2022-07-27,qa_pair8,6.7,78.89,10.04,10.4,6.9,8.5
1155,2022-07-27,qa_pair9,7.4,76.86,9.45,10.1,5.98,8.3
1156,2022-07-27,qa_pair10,6.8,78.59,8.8,10.0,6.78,8.3
1157,2022-07-27,qa_pair11,5.2,82.75,7.51,8.6,6.43,6.1
1158,2022-07-27,qa_pair12,8.5,68.81,10.23,10.8,8.12,9.8
1159,2022-07-27,qa_pair13,5.7,81.33,8.28,9.8,5.68,6.4
1160,2022-07-27,qa_pair14,5.0,83.15,6.95,7.8,5.21,5.0
1161,2022-07-27,qa_pair15,8.9,67.59,10.85,12.3,8.41,10.7
1162,2022-07-27,qa_pair16,5.8,81.12,7.93,9.2,6.26,6.8
1163,2022-07-27,qa_pair17,6.0,80.72,9.01,10.4,5.86,6.7
1164,2022-07-27,qa_pair18,9.0,67.28,11.45,11.6,7.37,9.8
1165,2022-07-27,qa_pair19,9.0,67.38,10.33,11.0,6.5,9.2
1166,2022-07-27,qa_pair20,8.1,64.3,9.46,11.0,8.23,8.7
1167,2022-07-27,qa_pair21,7.6,71.14,9.37,10.2,7.25,8.1
1168,2022-09-21,opening_remark,11.0,51.48,11.06,13.9,11.08,12.1
1169,2022-09-21,qa_pair1,9.3,71.89,11.92,10.6,6.91,11.0
1170,2022-09-21,qa_pair2,8.2,69.52,9.67,11.1,7.25,8.7
1171,2022-09-21,qa_pair3,11.3,55.98,12.6,13.4,9.58,12.8
1172,2022-09-21,qa_pair4,10.0,64.85,11.87,12.3,7.72,11.0
1173,2022-09-21,qa_pair5,5.9,80.92,8.32,9.9,5.57,6.2
1174,2022-09-21,qa_pair6,7.9,75.54,10.52,11.0,6.33,9.2
1175,2022-09-21,qa_pair7,8.3,69.31,9.65,10.8,7.89,9.4
1176,2022-09-21,qa_pair8,10.1,64.64,12.69,12.8,7.9,11.4
1177,2022-09-21,qa_pair9,7.9,75.74,10.65,11.1,7.66,10.1
1178,2022-09-21,qa_pair10,6.6,78.99,8.77,10.1,5.74,7.2
1179,2022-09-21,qa_pair11,8.2,74.93,10.82,11.0,6.44,9.5
1180,2022-09-21,qa_pair12,7.5,76.76,9.55,10.9,6.79,8.9
1181,2022-09-21,qa_pair13,7.9,75.74,9.84,9.4,7.37,9.9
1182,2022-09-21,qa_pair14,8.2,69.52,10.27,11.1,5.75,7.4
1183,2022-11-02,opening_remark,11.2,50.77,11.48,14.3,11.72,12.9
1184,2022-11-02,qa_pair1,12.4,53.14,14.35,14.0,9.64,14.1
1185,2022-11-02,qa_pair2,10.8,62.61,12.08,12.4,7.32,11.8
1186,2022-11-02,qa_pair3,7.2,77.57,9.8,10.8,6.85,8.6
1187,2022-11-02,qa_pair4,7.5,71.34,8.78,10.5,7.77,8.4
1188,2022-11-02,qa_pair5,9.8,65.25,11.86,13.1,8.13,11.2
1189,2022-11-02,qa_pair6,7.8,70.53,9.07,10.0,7.94,9.1
1190,2022-11-02,qa_pair7,7.0,72.66,8.03,9.6,6.38,6.7
1191,2022-11-02,qa_pair8,7.0,78.08,9.38,10.5,6.79,8.2
1192,2022-11-02,qa_pair9,11.2,56.39,12.38,13.3,8.77,11.9
1193,2022-11-02,qa_pair10,6.8,78.48,9.39,10.2,5.57,7.5
1194,2022-11-02,qa_pair11,8.3,74.53,10.52,10.3,6.27,9.6
1195,2022-11-02,qa_pair12,7.2,77.37,9.43,9.1,7.31,8.9
1196,2022-11-02,qa_pair13,7.1,72.46,8.84,10.4,7.07,7.3
1197,2022-12-14,opening_remark,10.9,51.58,10.8,13.7,10.68,11.7
1198,2022-12-14,qa_pair1,7.8,70.43,9.51,11.3,7.54,8.7
1199,2022-12-14,qa_pair2,7.3,77.27,9.32,10.4,6.38,8.3
1200,2022-12-14,qa_pair3,6.5,73.88,9.03,10.7,7.42,7.2
1201,2022-12-14,qa_pair4,8.4,74.22,11.41,10.5,7.32,10.4
1202,2022-12-14,qa_pair5,6.5,79.4,8.53,9.9,6.73,7.9
1203,2022-12-14,qa_pair6,8.4,68.91,10.45,12.1,8.01,9.8
1204,2022-12-14,qa_pair7,8.7,68.3,9.44,10.5,6.73,8.9
1205,2022-12-14,qa_pair8,6.4,74.08,8.86,10.4,6.95,6.5
1206,2022-12-14,qa_pair9,7.1,67.04,9.17,10.5,8.92,8.0
1207,2022-12-14,qa_pair10,7.6,70.94,8.88,10.6,8.18,8.9
1208,2022-12-14,qa_pair11,6.5,79.4,8.92,10.3,6.55,7.9
1209,2022-12-14,qa_pair12,7.4,71.55,9.61,10.6,7.31,7.9
1210,2022-12-14,qa_pair13,6.8,73.07,8.28,10.2,6.72,7.1
1211,2022-12-14,qa_pair14,7.4,71.65,9.02,11.0,7.13,7.8
1212,2022-12-14,qa_pair15,6.8,73.07,8.87,10.8,6.95,7.5
1213,2022-12-14,qa_pair16,6.2,80.11,8.34,8.7,5.91,6.9
1214,2022-12-14,qa_pair17,5.6,81.53,7.96,9.4,7.3,7.6
1215,2022-12-14,qa_pair18,5.9,80.82,8.43,9.5,6.61,7.1
1216,2023-02-01,opening_remark,11.4,50.46,11.61,14.3,11.31,12.7
1217,2023-02-01,qa_pair1,9.1,61.77,9.58,12.6,10.5,11.0
1218,2023-02-01,qa_pair2,9.2,66.98,10.22,10.6,7.66,10.3
1219,2023-02-01,qa_pair3,6.2,74.59,7.61,9.4,7.59,6.9
1220,2023-02-01,qa_pair4,8.2,69.41,9.56,11.0,6.44,8.1
1221,2023-02-01,qa_pair5,6.0,80.62,8.05,9.6,6.15,6.8
1222,2023-02-01,qa_pair6,6.8,78.59,9.51,10.3,7.31,8.7
1223,2023-02-01,qa_pair7,7.2,72.16,8.28,9.4,6.55,7.1
1224,2023-02-01,qa_pair8,8.7,68.2,10.53,11.1,7.37,9.3
1225,2023-02-01,qa_pair9,8.0,69.92,9.09,11.1,7.83,9.2
1226,2023-02-01,qa_pair10,8.0,75.44,10.76,10.9,7.78,10.3
1227,2023-02-01,qa_pair11,7.0,77.87,9.8,10.8,6.5,8.4
1228,2023-02-01,qa_pair12,6.2,80.11,8.27,9.6,6.15,7.1
1229,2023-02-01,qa_pair13,7.6,71.14,9.15,11.0,8.18,9.2
1230,2023-02-01,qa_pair14,7.6,76.45,10.43,11.2,7.02,9.3
1231,2023-02-01,qa_pair15,6.4,74.08,7.92,10.1,6.49,6.6
1232,2023-02-01,qa_pair16,7.4,71.65,8.7,10.4,7.77,8.2
1233,2023-02-01,qa_pair17,7.0,72.56,8.98,10.5,8.23,8.3
1234,2023-03-22,opening_remark,10.9,51.58,10.82,13.3,11.02,12.0
1235,2023-03-22,qa_pair1,12.8,57.54,15.3,14.2,8.66,15.1
1236,2023-03-22,qa_pair2,11.6,55.27,13.02,13.7,9.41,13.3
1237,2023-03-22,qa_pair3,12.9,57.23,15.29,13.4,9.12,15.7
1238,2023-03-22,qa_pair4,8.9,67.69,11.1,11.5,6.73,9.2
1239,2023-03-22,qa_pair5,7.8,70.43,9.18,10.7,7.13,8.6
1240,2023-03-22,qa_pair6,7.7,70.73,9.69,10.6,7.36,8.4
1241,2023-03-22,qa_pair7,9.0,67.28,11.25,11.2,7.08,9.6
1242,2023-03-22,qa_pair8,9.8,59.84,10.79,11.4,9.05,10.8
1243,2023-03-22,qa_pair9,6.9,72.76,7.89,9.7,7.71,7.8
1244,2023-03-22,qa_pair10,8.4,68.91,10.09,10.0,6.56,8.7
1245,2023-03-22,qa_pair11,7.7,76.25,10.09,9.6,7.08,9.7
1246,2023-03-22,qa_pair12,11.0,56.69,12.32,12.6,10.22,12.9
1247,2023-03-22,qa_pair13,11.0,62.21,13.42,12.6,7.96,12.8
1248,2023-03-22,qa_pair14,7.4,71.55,9.05,9.6,6.84,7.7
1249,2023-03-22,qa_pair15,6.7,78.69,8.46,9.1,5.8,7.4
1250,2023-03-22,qa_pair16,9.7,71.07,12.31,12.0,6.68,11.4
1251,2023-03-22,qa_pair17,6.8,78.48,8.71,8.8,6.26,8.2
1252,2023-03-22,qa_pair18,7.4,71.44,9.45,11.1,7.6,8.7
1253,2023-03-22,qa_pair19,9.3,66.67,11.25,11.9,8.59,11.3
1254,2023-05-03,opening_remark,10.9,51.58,10.83,13.6,11.43,12.4
1255,2023-05-03,qa_pair1,9.1,67.08,11.39,11.8,7.89,10.4
1256,2023-05-03,qa_pair2,5.6,81.53,8.29,10.0,5.97,6.6
1257,2023-05-03,qa_pair3,7.2,72.05,9.12,11.1,7.54,8.2
1258,2023-05-03,qa_pair4,5.8,81.12,8.44,9.9,5.97,6.5
1259,2023-05-03,qa_pair5,9.1,67.08,11.26,11.4,6.96,9.9
1260,2023-05-03,qa_pair6,9.2,66.88,11.42,11.2,7.6,10.4
1261,2023-05-03,qa_pair7,7.9,75.54,10.69,11.3,6.73,9.7
1262,2023-05-03,qa_pair8,6.0,80.72,7.98,8.7,6.09,6.9
1263,2023-05-03,qa_pair9,8.3,69.11,9.78,10.8,6.73,8.8
1264,2023-05-03,qa_pair10,6.7,78.89,9.46,10.6,6.44,7.9
1265,2023-05-03,qa_pair11,8.9,67.69,10.58,10.4,8.59,10.8
1266,2023-05-03,qa_pair12,5.8,81.22,8.02,9.5,6.09,6.7
1267,2023-05-03,qa_pair13,9.2,66.88,10.62,10.9,8.65,11.2
1268,2023-05-03,qa_pair14,7.4,77.06,9.85,9.5,5.86,8.3
1269,2023-05-03,qa_pair15,7.6,76.56,10.93,10.8,6.62,8.8
1270,2023-05-03,qa_pair16,-0.8,114.12,3.2,0.0,2.1,1.4
1271,2023-05-03,qa_pair17,9.5,66.07,11.44,11.4,7.49,10.6
1272,2023-05-03,qa_pair18,7.7,70.84,9.87,10.7,6.9,8.2
1273,2023-05-03,qa_pair19,6.0,86.03,9.12,8.7,5.28,7.6
1274,2023-05-03,qa_pair20,5.5,81.83,7.77,9.4,5.85,6.5
1275,2023-06-14,opening_remark,11.1,51.28,10.62,14.1,10.85,12.0
